State,Year,Category,Project,Company,Jobs Created,Qualified Expenditures,Incentive Issued
Mississippi,2014,,"Bull Cyclone and the Lions of Scuba, Mississippi",,,"$83,521","$83,521"
Minnesota,,Post,Kohls Holiday 2015,,,"$333,280","$83,320"
Illinois,,TV,Bowhunter 2014,,,
Louisiana,2012,Post Only,Behind the Candelabra,Porcelain cupid Investments LLC,,"$277,324","$83,197"
Louisiana,2010,Feature Film,"Love, Wedding, Marriage",First Wedding Productions LLC,,"$276,373","$83,151"
Massachusetts,2016,,Falabella - 2016,"Old Harbor Productions, Inc.",,,"$83,025"
Illinois,,TV,Davidson's Gallery of Guns,,,
New York,2016,Film/TV,"Pastor, The",,98,"$347,930","$82,718"
Illinois,,Commercial,"Bissell ""Portable Spot Cleaner"" ""Upright Deep Cleaner""",,,
Utah,2013,,Roborex,,,
Illinois,,Commercial,Kraft:  Philadelphia Six Days to Silver,,,
North Carolina,2014,,The Harrow,"The Harrow Movie, LLC",52,"$329,623","$82,405"
Illinois,,Commercial,Cash for Life,,,
New York,2017,Post-Production,Franny,"Brandywine 5 NY, Inc.",6,"$295,029","$82,188"
Colorado,2017,Documentary,Power of Place,"Historic Denver, Inc.",,"$410,400","$82,080"
Illinois,,Commercial,Subway Window 5/Window 6,,,
Texas,2014,Reality Television Project,Cheaters - 13TH season,,,,"$82,014"
Colorado,2014,Feature Film,Cop Car,"Cop Car, LLC/Park Pictures",,"$455,276","$82,000"
Illinois,,Commercial,TBMK Job 21017,,,
Louisiana,2013,Feature Film,Zipper,Hush Investments LLC,,"$266,720","$81,898"
Louisiana,2013,TV Reality,Chef John Besh's Family Table,Yes/Besh Season 2 LLC,,"$272,366","$81,710"
Mississippi,2016,,The Hollow,,,"$33,674","$81,678"
Illinois,,Commercial,"TruMoo ""Movie Night""",,,
Connecticut,2013,Film and Digital Media Production Tax Credit,,"The Brand Gallery, LLC",,,"$81,425"
Wyoming,2015,,Wells Fargo Shoot,,,
Pennsylvania,,,GoPro PGA Golf Series,"The WorkShop, LLC",8,,"$81,216"
Massachusetts,2013,,"Connecticut Lottery ""Lotto"" & ""Lottery Bells""",Big Pictures Studios,,,"$81,206"
Colorado,2016,Feature Film,Gnaw,Gnaw LLC,,"$405,901","$81,180"
Connecticut,2014,Film and Digital Media Production Tax Credit,,"Handmade TV, LLC",,,"$81,078"
Utah,2017,,An Hour Behind,,,
Connecticut,2013,Film and Digital Media Production Tax Credit,,"Young Feature Films, LLC",,"$269,732","$80,920"
Illinois,,Commercial,WeatherTech Spring 2015,,,
Illinois,,Commercial,"Netflix Holiday ""It Just Might Bring Everyone Together"" Campaign",,,
Illinois,,TV,Norton Stuff Theater,,,
Illinois,,Commercial,"Airheads/""Wright Brothers""",,,
Florida,,DIGITAL MEDIA PROJECT,CORROSION 202,,18,"$402,516","$80,503"
Louisiana,2012,TV Pilot,Common Law,Danni Productions LLC (CBS Studios),,"$250,893","$80,439"
North Carolina,2012,,Novant Health Commercial,"Bob Industries, LLC",72,"$321,494","$80,374"
Rhode Island,2010,TV Series,"Cultivating Life - Season 5, Part 2",,,"$388,605","$80,373"
Illinois,,Commercial,Everybody Loves to Payless - Dash,,,
North Carolina,2012,,Super Cam and the Drum Machines,"3700 Productions, Inc.",60,"$320,902","$80,226"
Connecticut,2016,Film and Digital Media Production Tax Credit,,Ruckus Media Group,,"$1,125,132","$79,971"
Illinois,,Commercial,"Com Ed ""Retired""",,,
Oregon,2013,Series TV,THE REAL WORLD,RW Productions,,,"$79,878"
Illinois,,TV,Steve Harvey Project #39,,,
North Carolina,2014,,Blue,"BCA Productions, LLC",65,"$318,953","$79,738"
Illinois,,TV,North American Whitetail 2014,,,
Illinois,,Commercial,Swiffer 21324,,,
Illinois,,Commercial,Everybody Loves to Payless - SP4 Spring Spectacular,,,
North Carolina,2014,,Well Wishes,Heads Up Film LLC,56,"$317,916","$79,479"
New York,2016,Film/TV,Jane Wants A Boyfriend,Copperline Creative LLC,76,"$384,476","$79,390"
North Carolina,2007,,Jon & Kate + 8 (Season 2),Advanced Medical Productions Inc.,17,"$527,824","$79,174"
Illinois,,Commercial,Mitsubishi,,,
North Carolina,2014,,Nascar - The Chase for The Cup,Tool of North America LLC,58,"$316,503","$79,126"
Pennsylvania,,,Zeroes,"Zeroes, LLC",45,,"$79,003"
North Carolina,2013,,River Guard,"Normal Pictures, LLC",99,"$315,724","$78,931"
Louisiana,2010,TV Series,Let's Go Tee Gumbo,Chow Town Investments LLC,,"$263,054","$78,916"
Connecticut,2014,Film and Digital Media Production Tax Credit,,"The Brand Gallery, LLC",,"$2,471,201","$78,898"
Massachusetts,2013,,Tryon Palace,Northern Light Productions,,,"$78,832"
Pennsylvania,,,Whaddyado (2013-2014),"Steve Rotfeld Productions, Inc.",20,,"$78,812"
Louisiana,2015,Feature Film,Valencia,Government Issue LLC (Paramount),,"$261,445","$78,795"
Louisiana,2015,Feature Film,Terminator Genesis,T5 Productions LLC,,"$258,246","$78,753"
Massachusetts,2015,,Fatal Flip,"House Flip Movie, LLC",,,"$78,629"
New York,2017,Post-Production,Split,"KW Crumb Productions, LLC",0,"$261,791","$78,537"
New York,2017,Film/TV,Nobody's Watching,La Panda Productions,115,"$302,686","$78,386"
Louisiana,2014,TV Pilot,Vampire Diaries Ep 20,Nightfall Films LLC (Warner Bros),,"$241,589","$78,383"
Tennessee,2017,Feature,Rounding Third,,,"$313,062","$78,265"
Louisiana,2013,Feature Film,North of Hell,NOH Investments LLC,,"$247,049","$78,126"
Connecticut,2012,Film and Digital Media Production Tax Credit,,"The Brand Gallery, LLC",,,"$78,090"
North Carolina,2011,,Wendell Scott Documentary,NASCAR Media Group,25,"$312,339","$78,085"
New York,2017,Film/TV,Miles,"Miles The Movie, LLC",96,"$376,318","$78,084"
North Carolina,2012,,Salvage Dawgs,"Trailblazer Studios NC, Inc.",36,"$312,181","$78,045"
Illinois,,Film,Marshall the Miracle Dog,,,
Connecticut,2014,Film and Digital Media Production Tax Credit,,Wanderlust Productions Inc,,"$519,908","$77,986"
Connecticut,2011,Film and Digital Media Production Tax Credit,,"Telemark Films, LLC",,"$957,789","$77,892"
Massachusetts,2012,,Wendy's Firehouse RT 1134,"Redtree Productions, Inc",,,"$77,855"
Illinois,,Commercial,Jelmar 2016 TV,,,
Illinois,,Commercial,Principal Financial Group Taxi Chicago,,,
Louisiana,2012,Documentary,Rational Middle Energy Series,Rational Middle energy Series LLC,,"$244,482","$77,795"
Louisiana,2010,TV Reality,Girls Guns and Gators,Southern Intuition Inc.,,"$259,019","$77,706"
Rhode Island,2006,Commercial,Media-Rite,,,"$305,646","$77,559"
Louisiana,2014,Post Only,Magic Mike XXL,Louisiana Post Productions LLC,,"$258,500","$77,550"
Illinois,,Commercial,Froedert 993 2015,,,
Louisiana,2012,Feature Film,The East,Fox (Off the Grid Productions LLC),,"$258,058","$77,417"
Illinois,,Commercial,Subway 3404,,,
Louisiana,2010,Commerical,Yaffe-Deutser Advertising - Star Furniture,Yaffe / Deutser,,"$257,589","$77,277"
Illinois,,Commercial,Everybody Loves to Payless - FP6/8/8B Boots and Holiday 2015,,,
Illinois,,Commercial,V-Collective Commercial,,,
Louisiana,2013,Feature Film,Mississippi Grind,MG SP LLC,,"$245,164","$77,179"
Connecticut,2013,Film Infrastructure Tax Credit,,The Brand Gallery,,"$193,604","$77,127"
Illinois,,Commercial,"BMO Harris ""Ice Banks"" ""Defense"" 490",,,
Oregon,2013,Feature Film,THE WILDERNESS OF JAMES,James Charm LLC,,,"$77,040"
Florida,,DOCUMENTARY,MR. GEORGE,,26,"$384,913","$76,983"
Illinois,,Commercial,"Super Valu ""Gotta Love Lower Prices""",,,
Illinois,,TV,4 Loko,,,
Massachusetts,2015,,Hidden History In Your House,This Old House Productions,,,"$76,707"
Oregon,2015,Series TV,PORTLANDIA (S5),SIDESTREET ENTERTAINMENT INC,,,"$76,697"
Illinois,,Commercial,Floating Heart,,,
Illinois,,Commercial,Dick's Sporting Goods,,,
Virginia,2016,,Jesse & Naomi,,,
Illinois,,Commercial,"Kraft:  Kraft Natural Cheese ""Make Something Amazing""",,,
Louisiana,2009,Other,Extreme Rules,Event Services Inc.,,"$306,124","$76,531"
Illinois,,TV,North American Whitetail 2013,,,
Minnesota,,Post,Rooms to Go 25th Anniv.TV,,,"$305,500","$76,375"
North Carolina,2014,,The Campaign,"Lightbox Entertainment, Inc.",15,"$305,478","$76,370"
Louisiana,2010,Other,Falck Alford Safety Films 2009/2010,Alford Safety Services Inc.,,"$223,967","$76,359"
Illinois,,Commercial,"Walmart Smart Moms ""Cereal Snack"" & ""Halloween"" 201",,,
Massachusetts,2013,,2012 Hearts on Fire,"Parallax Productions, Inc.",,,"$76,317"
Illinois,,Commercial,Maxwell House - Drops of Good Steam,,,
North Carolina,2014,,Twice Born,"Trailblaxer Studios NC, Inc.",10,"$305,038","$76,260"
North Carolina,2011,,Verizon Wireless,"Bob Industries, LLC",83,"$303,525","$75,881"
Illinois,,Commercial,Subway 3202,,,
Oregon,2013,Commercial Production,Various Titles,FUNNELBOX INC,,,"$75,779"
Tennessee,2018,Feature (Independent),Manny,,,"$303,073","$75,769"
Louisiana,2011,Commerical,Yaffe-Deutser Advertising - Star Furniture,Yaffe / Deutser - Louisiana Investments LLC,,"$252,487","$75,746"
Louisiana,2014,Feature Film,The Last Word,Omega Film Productions LLC,,"$249,063","$75,667"
Illinois,,Commercial,"Olive Oil ""The One"" & ""Vlogger"" & ""Under Construction""",,,
Illinois,,Commercial,Church's Chicken TV Commercials,,,
Illinois,,Commercial,Power to the Pen Campaign,,,
Massachusetts,2012,,Jenni-O RT 1129,"Redtree Productions, Inc",,,"$75,437"
Colorado,2015,Documentary,Heart of the World: Colorado's National Parks,Great Divide Productions,,"$376,917","$75,383"
New York,2017,Post-Production,Drawing Home,"MYRA Entertainment, Inc.",0,"$251,114","$75,334"
Illinois,,Commercial,Dairy Queen 21341,,,
Massachusetts,2013,,"""I Found the Gown"" Season One","Half Yard Productions, LLC",,,"$75,224"
Colorado,2016,Television,The Joey Canon Show,Canyon Entertainment,,"$375,305","$75,061"
Illinois,,TV,Petersen's Hunting Adventure,,,
Oregon,2014,Feature Film,THE RECORD KEEPER,Record Keeper Productions,,,"$75,000"
Oregon,2013,Feature Film,REDWOOD HIGHWAY,Redwood Highway LLC,,,"$75,000"
Wyoming,2015,,Wild Yellowstone,,,
Utah,2013,,K-9 Adventures: Legend of the Lost Gold,,,
Utah,2015,,The Outpost episodes 1-3,,,
Massachusetts,2015,,13064 MCDS 2015,"Element Productions, Inc.",,,"$74,778"
Texas,2013,Reality Television Project,Cheaters - 12th Season,,,,"$74,737"
Louisiana,2015,TV Series,Flip My Food With Chef Jeff,Quark Entertainment LA LLC,,"$229,297","$74,625"
Louisiana,2013,Feature Film,Homefront,Homefront Productions Inc. (NU Image),,"$247,839","$74,530"
Illinois,,Commercial,Chevy Running Footage 2013,,,
New York,2015,Post-Production,Fault In Our Stars,Twentieth Century Fox Film Corp.,2,"$251,568","$74,511"
Texas,2015,Reality Television Project,LITTLE COUPLE SEASON 5,,,,"$74,510"
Illinois,,TV,Whatever USA,,,
Illinois,,TV,BoyBand,,,
Florida,,FEATURE FILM,BEAUTIFUL NOISE,,137,"$324,410","$73,922"
Tennessee,2016,Feature,Brave New Jersey,,,"$295,375","$73,844"
Illinois,,Commercial,Sleepy's Mattresses Passion TV 2014,,,
Massachusetts,2013,,Titleist 2012,"Radical Media, LLC",,,"$73,785"
Oregon,2013,Feature Film,THE A LIST,Alberta May Productions LLC,,,"$73,753"
Texas,2012,Reality Television Project,American Diesel,,,,"$73,749"
Louisiana,2014,TV MOW,Lost Island,Lost Island LLC,,"$238,531","$73,735"
Illinois,,Commercial,"Cars.com - ""How to #Newcarface"" Commercial Campaign",,,
Minnesota,,Post,Behr TV 2017,,,"$294,800","$73,700"
Illinois,,Commercial,"BCBS ""Pin The Tail"" ""Connect The Dots"" ""Memory Game""",,,
New York,2015,Film/TV,Take Care,"Take Care Indie, LLC",84,"$314,998","$73,535"
Illinois,,Commercial,"Colgate Palmolive:  ""Palmolive Soft Touch""",,,
Massachusetts,2016,,Downtown Abbey Season 5,WGBH Educational Foundation,,,"$73,477"
Massachusetts,2013,,ESPN College Basketball Game Day,Habana Avenue dba Spots and Content,,,"$73,461"
Illinois,,Commercial,Nestle Skinny Cow,,,
Massachusetts,2014,,Bertucci's Spring-Summer-Fall Menu Commercials,"Minder, CO.",,,"$73,340"
Illinois,,Commercial,CSX #11052,,,
North Carolina,2010,,"Bartender Dream, The Bet, House Call",Mobijokes LLC,40,"$292,950","$73,238"
Utah,2017,,Behind You,,,
North Carolina,2012,,Outcast Kustoms,"DEJ Holdings, LLC",5,"$292,271","$73,068"
Connecticut,2009,Film and Digital Media Production Tax Credit,,"Rabbit Ears Entertainment, LLC",,"$243,464","$73,039"
Illinois,,Commercial,Munley Law,,,
Oklahoma,,,Pax Masculina,,
Rhode Island,2012,Documentary,Building Wonders: The Unshakable Hagia Sophia,,,"$292,904","$72,932"
Massachusetts,2012,,The Cutting Edge,"All Screens Entertainment, Inc",,,"$72,770"
Louisiana,2015,Feature Film,Heartland,Maven Entertaiment LLC,,"$171,361","$72,761"
Texas,2012,Reality Television Project,Cheaters - 11th Season,,,,"$72,714"
North Carolina,2010,,Sextuplets Take New York,"Advanced Medical Productions, Inc.",17,"$290,660","$72,665"
Utah,2017,,In Emma's Footsteps,,,
Washington,2015,Commercial,Nissan: Joyride / Monday Morning,,,,"$72,573"
Minnesota,,TV S,Rock the Park: S3,,,"$725,000","$72,500"
Massachusetts,2016,,2015 Titleist,GLP Creative LLC,,,"$72,431"
Illinois,,Film,Drinking Buddies,,,
Louisiana,2012,TV Series,Breakout Kings,Breakout Kings Investments LLC,,"$231,963","$72,272"
Massachusetts,2015,,2015-RLMG-04,"Richard Lewis Media Group, Inc.",,,"$72,253"
Connecticut,2009,Film and Digital Media Production Tax Credit,,"Soul Films, LLC",,"$240,780","$72,234"
Illinois,,Commercial,Kraft:  Athenos-Feta Cheese,,,
Oregon,2014,Series TV,PORTLANDIA (S4),SIDESTREET ENTERTAINMENT INC,,,"$72,091"
Massachusetts,2014,,The Making of a Theory,"John Rubin Productions, Inc.",,,"$71,979"
Massachusetts,2015,,2015-RLMG-01,"Richard Lewis Media Group, Inc.",,,"$71,962"
New York,2016,Film/TV,Beatbox Project,"Albino Pigeon, Inc.",61,"$284,111","$71,845"
Pennsylvania,,,Untitled Dan Soder: Not Special,"Raboy Marshall Productions, Inc.",40,,"$71,713"
North Carolina,2005,,Dick's Sporting Goods,"Martino Flynn, LLC",,"$478,029","$71,704"
Illinois,,Commercial,"Unilever ""Selling Story"" Videos",,,
Illinois,,Commercial,Everybody Loves to Payless - SP3 Bogo 2016,,,
Illinois,,Commercial,Malt Story,,,
Utah,2013,,Sundance Channel HQ,,,
Louisiana,2013,Feature Film,Search Party,Search Party Investments LLC,,"$238,284","$71,485"
Massachusetts,2014,,"Connecticut Lottery ""Holiday Parade"" & ""Diamond Expert""",Big Picture Studios,,,"$71,459"
Illinois,,Film,Warren,,,
Oregon,2013,Feature Film,C.O.G.,C.O.G LLC,,,"$71,367"
Utah,2014,,Two Little Hands,,,
Illinois,,Commercial,Sony Playstation MLB 12,,,
Massachusetts,2013,,RLMG-2013-02,"Richard Lewis Media Group, Inc.",,,"$71,091"
Florida,,FEATURE FILM,BLIND PASS,,43,"$375,025","$70,999"
Louisiana,2014,TV Series,WWE Smackdown 2014,Event Services NOLA LLC,,"$236,187","$70,856"
North Carolina,2011,,For Your Home,Cutters Productions Inc.,8,"$283,302","$70,826"
Illinois,,TV,Trauma,,,
Illinois,,Commercial,"Perkins ""Butter Up"" & ""Flippin' Awesome""",,,
Tennessee,2014,Feature (Independent),DEADLINE,,,"$415,407","$70,619"
North Carolina,2011,,Elephant Sighs,Elephant Sighs LLC,45,"$282,426","$70,607"
Oklahoma,,,Blueberry Hall,,
Illinois,,Commercial,"AARP ""Fearless at 50""",,,
Louisiana,2012,TV Commercial,Yaffe-Deutser Advertising - Star Furniture 2,Yaffe / Deutser - Louisiana Investments LLC,,"$234,610","$70,383"
Pennsylvania,,,Insomnia,"Insomnia Movie, LLC",0,,"$70,381"
Massachusetts,2015,,A Small Good Thing,"Mystic Artists Film Producitons, LLC",,,"$70,334"
Louisiana,2014,TV Reality,The Legend of Shelby Season 2,Colony Productions Inc.,,"$226,089","$70,324"
Louisiana,2015,TV Reality,New Orleans Cooking with Chef Kevin Belton,WYS Media Services LLC,,"$221,321","$70,233"
North Carolina,2009,,Road to Nowhere,Road to Nowhere LLC,3,"$468,105","$70,216"
Pennsylvania,,,The Forgotten Journey (w.t.),"Nancy Glass Productions, Inc.",15,,"$70,097"
Colorado,2014,Documentary,The Great Divide,Havey Productions,,"$370,280","$70,049"
Colorado,2017,TV Series,Xfinity Latino Weekly Entertainment Series (yr 2),Janicek Media,,"$1,036,000","$70,000"
Oregon,2016,Series TV,SIGNIFICANT MOTHER (S1),West of 7th Digital Productions LLC,,,"$70,000"
Utah,2017,,Stella,,,
Louisiana,2014,TV Reality,The Clampetts of Louisiana,Louisiana CMT LLC (Viacom),,"$232,201","$69,660"
Louisiana,2015,Feature Film,Carter & June,Spencer Rabbit LA LLC,,"$218,772","$69,539"
Illinois,,Commercial,"Dick's Sporting Goods ""Holiday""",,,
Louisiana,2011,TV Reality,Sports & Lifestyle TV,ComCorp Productions LLC,,"$231,551","$69,465"
New York,2017,Post-Production,Turn: Washington Spies: Season 3,"Turn Productions III, LLC",0,"$231,450","$69,435"
Massachusetts,2013,,Off Season,"Off Season Movie, LLC",,,"$69,328"
North Carolina,2011,,Trinity Goodheart,"Trinity Goodheart Productions, LLC",,"$277,229","$69,307"
Illinois,,Commercial,"Citi/Hilton Honors ""Birthday""",,,
Illinois,,TV,Billy Bob's Gags to Riches (working title),,,
Louisiana,2015,TV Reality,The Legend of Shelby Season 2,Colony Productions Inc.,,"$209,352","$69,176"
Illinois,,Commercial,Kaiser Permanente,,,
Massachusetts,2012,,20681 Spike Kcup,Element Productions,,,"$69,131"
Pennsylvania,,,My Dog Ate What,"Nancy Glass Productions, Inc",102,,"$68,990"
Illinois,,Commercial,"Subway ""Window 8/9""",,,
Texas,2015,Reality Television Project,South of Heaven Season 1,,,,"$68,928"
Louisiana,2015,TV MOW,Lost Island,Lost Island LLC,,"$229,097","$68,812"
Washington,2015,Commercial,Ford Shoot,,,,"$68,800"
North Carolina,2010,,A Box for Rob,Moving Box Entertainment,,"$275,076","$68,769"
Illinois,,Commercial,Hispanic Wireless Toys,,,
Wyoming,2015,,Almost Ablaze,,,
Illinois,,Commercial,Enlist 938,,,
Illinois,,TV,Levity Live Comedy Series,,,
New York,2016,Post-Production,Ballers Season 1,,,"$228,771","$68,285"
Illinois,,Commercial,Sears Holiday Campaign,,,
North Carolina,2014,,Lowe's Commercial,Tool of North America,46,"$272,929","$68,232"
Mississippi,2016,,Swamp (Swamp Hunters),,,"$56,039","$68,222"
Oregon,2016,Commercial Production,Various Titles,SOCKEYE CREATIVE INC,,,"$68,187"
Illinois,,Commercial,WeatherTech,,,
Louisiana,2015,Feature Film,Valencia,Government Issue LLC (Paramount),,"$201,847","$67,974"
Utah,2015,,The Stepsister,,,
North Carolina,2007,,Anywhere USA,"Found Films, LLC",3,"$452,768","$67,915"
Louisiana,2014,Feature Film,Maze Runner,Fox Louisiana Productions LLC,,"$225,779","$67,897"
Massachusetts,2012,,John Portman: A Life a Building,Ben Loeterman Productions,,,"$67,619"
Colorado,2013,Commercial,Coors,Block Carter/Gartner,,"$374,223","$67,501"
Louisiana,2013,Commercial,Yaffe-Deutser Advertising - Star Furniture 2,Yaffe / Deutser - Louisiana Investments LLC,,"$224,333","$67,300"
Louisiana,2011,Commerical,Morrison Productions Slate of National Commercials 3,Morrison Productions/Twisted Fiction,,"$208,868","$67,276"
Wyoming,2013,,The Best of the West,,,
Minnesota,,FF,Wunderland,,,"$268,694","$67,173"
Louisiana,2013,TV Commercial,Target Home Style,Wonderland Films LLC,,"$218,082","$67,133"
Illinois,,Commercial,April Beverage and Food Shoot,,,
Illinois,,Commercial,"TeeOff.com ""Go Big"" Campaign",,,
Utah,2014,,16 Stones,,,
Colorado,2014,Commercial,Coors,Detour Films,,"$334,465","$66,893"
Massachusetts,2014,,Greenfield Hasbro 2013,"Greenfield Production Services, LLC",,,"$66,787"
New York,2016,Post-Production,Da Sweet Blood of Jesis,,8,"$400,622","$66,787"
New York,2016,Film/TV,HammerHead,"It's Too Late Productions, LLC",103,"$240,167","$66,779"
Massachusetts,2012,,2010 Bank of America,RSA Films Inc,,,"$66,777"
Illinois,,Commercial,Pull-Ups Benefits Visualization,,,
North Carolina,2008,,Mississippi Damed,Morgan's Mark,80,"$444,893","$66,734"
Illinois,,Commercial,Quaker Real Medley's Made-for-Internet Videos,,,
Texas,2012,Television Program,Barney & Friends Compilation DVD,,,,"$66,667"
